xh_initial,qh_initial
-0.013265201,-0.007756832
-0.007467109,-0.007453868
-0.001033418,-0.003480172
-0.004648297,0.00220568
0.013866819,0.00522696
-0.007904688,-0.002189381
0.006948176,0.003108429
-0.007789554,-0.006471017
-0.011472697,-0.010182552
-0.009987725,-0.007506951
-0.006331135,-0.007563731
0.011334417,0.006021829
-0.014399484,-0.009820426
0.010726225,0.006611882
0.035848499,0.039598386
-0.001938511,-0.005144869
0.019586132,0.022863364
0.010811124,0.006031577
-0.005526078,-0.003085876
0.004104494,0.003095428
-0.011081371,-0.006965262
0.050485143,0.053982065
0.004601292,-0.000505433
0.000599992,0.003034134
0.001262605,0.001428451
0.005782102,0.010320524
-0.005375668,-0.006643966
0.003887015,-0.000585235
0.028212429,0.026016396
0.003765725,0.003587444
-0.005301877,0.001949793
0.0145055,0.01313549
0.017298038,0.015606242
0.000578688,-0.001891253
0.00458721,0.0
-0.004203487,-0.000789515
0.00031679,-0.002291403
0.001757629,0.004910113
-0.018707248,-0.01544645
0.038055275,0.035219723
0.00703332,0.003788757
-0.007230744,-0.005160992
-0.009440881,-0.00240031
0.016719159,0.013039429
0.005956601,-0.000842783
-0.005362136,-0.002147075
0.004066387,0.004995005
-0.009476655,-0.009558036
-0.004290001,0.000849224
0.031182072,0.023758099
0.009054022,0.006253767
0.004798439,0.010482965
-0.000680624,0.000296406
0.021005776,0.017260538
0.001716898,0.001092339
0.008606165,0.008729177
0.001500895,0.004398933
-0.005753213,0.005313038
0.004297304,-0.005784888
-0.012360511,-0.011421593
-0.0189445,-0.015695393
0.006341204,0.000442935
-0.034074091,-0.035123967
-0.005343702,-0.008412359
0.003219595,0.004550362
-0.01434571,-0.015508637
0.01055075,0.00896826
0.030312023,0.035090431
-0.001679553,-0.004405615
-0.046132402,-0.044476112
0.030282199,0.026687598
0.010442998,0.012232416
-0.011591578,-0.01223565
-0.004791027,-0.001529286
-0.005585114,-0.007275234
-0.014180075,-0.015351385
-0.011003244,-0.009323096
0.002682503,0.0
0.002209709,0.001739818
-0.014717289,-0.008920818
0.009035001,0.007567309
0.033689755,0.031702111
0.001846623,0.002681992
0.001269603,0.003362629
-0.001989833,-0.001218676
-0.014561249,-0.01914131
0.00329314,0.00046649
-0.032602679,-0.025955859
-0.001688473,-0.009175044
-0.000757491,-0.000241565
-0.00272743,0.00910116
-0.001142218,-0.010854817
-0.004529806,-0.005971113
0.006928771,0.006818735
-0.001654997,0.000161251
-0.002989567,-0.003466344
-0.006364311,-0.004287332
-0.010271678,-0.008367861
0.009344145,0.003604785
-0.00045536,0.001632653
0.00259511,0.000896496
0.027985476,0.032163505
-0.001247124,-0.001341117
-0.032086364,-0.032940991
0.01882448,0.018052606
-0.011099624,-0.012757763
-0.008335089,-0.00853381
0.000952066,-0.000163948
0.01766382,0.01934902
0.013265621,0.009088716
0.001567708,0.006296828
0.005083125,0.007049505
-0.005902942,-0.00865188
0.005162612,0.008172009
-0.003963256,-0.010545369
-0.014789965,-0.011930327
0.00545052,-0.005473718
0.018261379,0.021853501
0.015411073,0.018851485
0.006774561,0.00824069
0.002007963,0.002236101
0.001216131,0.000923219
-0.013437585,-0.011990776
0.005567493,0.006690524
0.00090866,-0.005564142
0.017221947,0.023158222
-0.000680694,-0.002278596
-0.003118188,-0.000837393
-0.010587172,-0.00952381
-0.00146177,-0.001153846
-0.014197232,-0.013246053
-0.001999478,-0.003434012
-0.012770744,-0.007439893
-0.017279575,-0.023039293
-0.033902808,-0.037473752
0.007012675,0.005034402
-0.005350116,0.000250459
0.006202576,0.003755947
-0.007437726,-0.011391984
-0.033027041,-0.025653966
-0.001757507,-0.008805249
-0.063079585,-0.071154851
-0.002666716,-0.00947023
0.001329996,0.004543733
-0.003486602,-0.00160196
0.018465896,0.023407268
0.00576196,-0.00239786
0.003912674,-0.000924471
-0.00816839,-0.007125012
0.008235662,0.011649581
0.002191739,0.001197605
-0.028394369,-0.020610968
-0.000439079,-0.000751597
0.028386208,0.036103798
0.046145338,0.053085299
-0.022057085,-0.018957346
0.014032883,0.006324111
0.004572444,0.005935236
-0.015104515,-0.009804772
-0.016431287,-0.023133544
-0.02442848,-0.033458916
0.00534586,0.006032483
0.028903047,0.034594096
-0.007365922,-0.004725814
-0.005099704,-0.010123634
-0.006109006,-0.008055028
-0.021600622,-0.012956204
0.006167364,0.002126086
0.001657996,-0.001475879
0.023866631,0.036581986
0.000846189,-0.001871491
0.013825726,0.011517857
0.006719834,0.005737488
-0.005676567,-0.00895208
-0.001683753,0.003099539
0.004053971,0.010064448
0.029212471,0.026308889
0.002669171,0.002640095
-0.00423472,-0.000509641
-0.011706711,-0.010113028
-0.007512125,-0.018629808
0.011843898,0.018895985
-0.008132348,-0.008929338
-0.00167786,0.00233908
-0.002018548,-0.002160761
-0.007378696,-0.01290602
0.021290551,0.026676027
0.002252079,-0.000683761
-0.005476573,-0.006671228
-0.004188036,-0.003444119
-0.001897934,-0.005443235
0.002778846,0.011727912
0.01472198,0.008500773
-0.001613931,-0.002724564
-0.003811631,-0.000341501
0.006849608,0.005722094
0.035130504,0.033797554
0.014045669,0.015524889
0.003232467,0.003316347
0.009895726,0.009109965
-0.007401913,-0.002476632
-0.004222749,-0.007127983
-0.020606119,-0.015729612
0.002138161,-0.00131126
0.016353479,0.012965698
-0.011487326,-0.008263124
-0.00608047,-0.005554648
-0.018357122,-0.017989157
0.004416131,0.003094939
0.005874813,0.00466978
0.013602929,0.012616202
0.004820195,0.006967213
-0.009887593,-0.011396011
0.016132086,0.015232606
0.001632564,0.001135442
-0.002030301,-0.002997408
-0.018702989,-0.01421955
-0.003320434,-0.008737224
0.005270726,0.004074505
0.018659962,0.021283644
-0.010290047,-0.008271164
-0.011202466,-0.011120196
-0.007434391,-0.005539937
-0.013309672,-0.018624761
-0.001101935,0.001270863
0.002578246,0.001946184
0.014932232,0.009965375
-0.014018866,-0.004515428
0.004735184,0.004367913
-0.001891017,-0.003094422
0.001394694,-0.001090604
-0.012669007,-0.012849584
-0.005532022,-0.000595542
-0.01392835,-0.016259471
0.003440283,0.003461405
0.010410684,0.005777854
-0.02217094,-0.016376575
0.007158715,0.000958856
0.020060751,0.020813376
0.0332535,0.030370244
-0.006892009,-0.00016559
0.005260845,0.006210666
-0.006128214,-0.006419225
-0.004991722,-0.00306469
-0.003890807,-0.007062147
-0.000506567,0.0003347
0.011334411,0.013132581
0.010374905,0.01081572
-0.00024185,0.003430532
-0.008261786,-0.00960521
0.009918182,0.007479247
0.013247202,0.012481645
-0.002803882,0.000644589
-0.006445993,-0.00676383
-0.000579051,-0.002269964
0.000999645,0.000243764
-0.016532699,-0.016653128
-0.001139774,-0.003469641
-0.001398334,0.000663185
-0.016088821,-0.020130892
-0.004873475,-0.003297261
0.000360723,0.004410892
-0.010529308,-0.008107423
-0.023267779,-0.020604513
0.002835647,0.002347214
0.001597654,-0.000260191
0.007368076,0.005899193
-0.017257311,-0.010780509
0.016840813,0.014298169
-0.001745186,-0.001117414
0.013294426,0.008949316
-0.003454891,-0.005628998
-0.013436808,-0.012608285
-0.022760806,-0.026754691
-0.000285888,-0.001071046
0.001747096,0.001250893
-0.00878269,-0.007852936
-0.007816508,-0.002518439
-0.005066104,-0.00613165
0.00873874,0.005988024
-0.001766952,-0.002705628
0.001312847,-0.000180865
-0.015077944,-0.005426918
-0.005737919,-0.006638778
0.009889242,0.009978944
0.025779346,0.02184554
-0.00530796,-0.004612792
0.00617862,0.003386507
-0.013252111,-0.011013411
0.00177353,0.001706331
0.003572313,0.004124081
-0.011370063,-0.018214286
0.004554019,0.007002546
0.024881581,0.020680936
0.007951383,0.007520793
0.002489543,0.002898042
-0.005106383,-0.004640981
0.007027703,0.006598047
0.007004796,0.007428771
-0.012635996,-0.010844105
0.011487706,0.012453955
-0.009191479,-0.011261261
-0.010120484,-0.007271772
-0.021984816,-0.026476039
-0.025558701,-0.027468045
0.002548762,0.001584638
-0.004298769,-0.000372266
0.011540729,0.012010055
0.00523183,-0.004691812
-0.002784918,0.0027729
-0.009289145,-0.009309614
0.004459376,0.00828061
-0.002424516,-0.012088216
-0.032545334,-0.036614982
0.005181644,0.012507272
0.002594064,-0.001340611
0.012392805,0.009396874
-0.008171637,-0.002564833
0.009515555,0.017809524
-0.002291138,-0.010760737
-0.008072475,0.004161937
-0.015984007,-0.031932931
0.034418319,0.047873893
0.00822216,-0.001392887
-0.000969424,0.000836898
-0.001559022,0.000185822
-0.007065706,-0.008453321
-0.001734927,0.004777965
-0.002634795,-0.000745921
0.007832083,0.006998227
0.008145679,0.007690882
-0.007208595,-0.00708046
0.009450303,0.013150583
0.023724874,0.027056673
0.000581052,-0.00489498
0.015697171,0.021822735
-0.001358982,-0.005689278
-0.000907221,0.000176056
-0.017257263,-0.015666256
0.001377015,-0.001698856
-0.003462439,-0.002866099
-0.000143833,-0.000359292
-0.016736496,-0.020666727
0.004361641,0.004037068
-0.000965044,-0.001644887
-0.001913727,-0.000823799
-0.010335681,-0.004946867
-0.015158015,-0.013257227
0.01100718,0.008023885
8.80253e-05,-0.006386524
-0.001014518,0.004471355
0.0003988,-0.005471576
-0.009275354,-0.004102947
-0.000851534,0.000655431
-0.000744556,0.000280715
0.02162228,0.019083255
-0.002385266,-0.005599413
-0.001140309,-0.000461553
-0.013022643,-0.013391208
0.000872169,-0.002901807
-0.014357278,-0.014457379
0.000297853,-9.52562e-05
0.009518993,0.009431266
-0.00235965,-0.002359381
0.00823138,0.013716772
0.003523536,0.00233296
-0.004035288,-0.002793036
0.010278119,0.01475119
-0.00654113,-0.009384488
0.000603203,-0.002600539
-0.003032748,-0.004004097
-0.010070142,-0.006544503
0.01049209,0.011481272
-0.007383986,-0.011164868
-0.000206116,0.001223184
0.012645951,0.013814491
-0.000231345,-0.002966259
-0.003406193,-0.000371885
0.01060179,0.012462798
0.007172922,0.004317472
-0.010119306,-0.006219702
-0.004346283,-0.004049701
-0.015428841,-0.015525367
0.004617027,0.001032573
-0.001226173,-0.004501125
0.005018485,0.004238885
-0.005338443,-0.002907795
0.007363936,0.004515522
0.000549072,0.003184117
0.006910792,0.005507842
-0.000258646,0.000928419
0.002915142,0.003246452
0.00429321,0.001941568
-0.000683427,-0.000369106
-0.001106164,-0.001569279
0.0019207,0.001756657
-0.014565667,-0.016059068
-0.002727218,0.000468999
0.002408008,0.002250141
0.011056746,0.011412535
0.001482668,0.000277469
-0.001889673,0.000184928
-0.006356898,-0.004992142
0.003277594,0.002880238
0.000993466,-0.000648508
0.01219135,0.013442106
0.002339581,0.001920966
0.017826674,0.022733498
0.010478272,0.015265131
0.028069632,0.027169612
0.003214424,-0.000428009
-0.004014807,-0.002826068
0.012161877,0.01803504
-0.008871397,-0.011894719
0.019842019,0.018697174
-0.002639311,-0.007710359
-0.002587207,-0.002533784
-0.015131896,-0.011685013
0.001576826,0.001799178
0.014679576,0.009150774
-0.003508994,0.002457627
0.000784879,-0.00295883
-0.009729111,-0.005765644
0.010569576,0.013986014
0.005896706,-0.000756939
8.84374e-05,-0.000757512
-0.003634036,-0.00421159
-0.005029288,-0.004060227
0.004723393,0.007389163
-0.009512294,-0.010201501
-0.008011576,-0.004429302
0.001505966,-0.000684463
-0.007007248,-0.002311644
0.011686165,0.009010555
0.0072831,-0.000850485
0.013221133,0.016939053
0.009377907,0.009291035
0.007215091,0.014098524
0.009496253,0.010058881
-0.001649478,-0.005100802
-0.005230613,-0.006591797
-0.003691781,-0.009584665
0.006152386,0.008767577
-0.000479831,-0.002541817
-0.019871245,-0.01594739
0.005262144,0.003257873
0.003052475,0.004995837
0.00687104,0.011350456
-0.019087007,-0.021381175
0.00863417,0.006110832
0.017670643,0.026874116
-0.002002572,-0.005590666
9.43795e-05,-0.001548114
0.004349253,0.001795332
0.001303211,-0.000814598
0.011175076,0.012391978
0.001444492,-0.003462715
-0.006112105,-0.00210101
-0.00479976,-0.006235323
-0.003417585,-0.006437419
0.00707524,0.00672517
-0.007902203,-0.001710794
-0.001092293,-0.002611392
0.005315903,0.003845524
-0.008685344,-0.005868449
-0.006061503,-0.004427318
-0.00938544,-0.009470477
-0.002182859,-0.00374127
-0.009152093,-0.006509221
0.020187181,0.018815624
0.014371134,0.013109077
0.007159233,0.004882813
0.01595428,0.02170392
0.001686388,-0.004755866
0.000246761,-7.96432e-05
-0.003867625,0.00167264
0.001046556,0.000795165
-0.001564202,-0.00826315
0.025410147,0.027399455
-0.002775039,-0.006004367
0.013956797,0.013650271
-0.005616115,-0.005185357
0.00051943,0.002878481
-0.005420191,-0.004344116
-0.010003506,-0.008570316
-0.001652619,-0.001414538
-4.72959e-05,0.00464311
0.018272831,0.019426602
0.025469719,0.027508837
0.013701939,0.018695782
0.013948674,0.00778153
0.011557021,0.003350816
0.019724159,0.025845796
0.003912675,-0.005944798
0.03692802,0.045137406
0.014914807,0.020504087
0.046098634,0.066617716
0.006616522,-0.004005257
0.040958242,0.045303173
-0.044874081,-0.055361866
0.036898397,0.027553293
-0.011963185,-0.006750062
0.003210797,0.002493921
0.007515901,0.008769202
0.02678391,0.024290999
0.017315493,0.047490069
-0.004365292,0.002873068
0.01112994,0.003552398
0.003343019,-0.02957465
-0.020492093,-0.02541625
-0.028430759,-0.016299427
0.032513102,0.037434796
0.033105276,0.030168589
0.002791772,-0.002411714
0.00060484,0.002302423
0.022027158,0.031757882
0.030514672,0.021763331
-0.000131812,-0.003976685
0.000749782,0.001750164
-0.023198373,-0.027626119
-0.003523204,-0.009545199
-0.009343844,0.002721088
0.000130921,-0.00226142
-0.003306735,-0.007196283
0.029037066,0.051195708
0.008609591,-0.004452166
-0.077022956,-0.095713351
0.012237866,0.023581207
0.044952918,0.044661796
0.005274889,0.00428652
0.001154835,0.010052791
0.010151943,0.008284682
-0.009162997,-0.014392853
-0.013877195,-0.014267331
-0.012344979,-0.00851402
-0.01361652,-0.018433707
-0.023419006,-0.009389945
0.024892962,0.01719164
-0.010379787,-0.018348093
-0.010235848,-0.010849057
-0.016195667,-0.003159275
0.010113452,0.009448066
0.018237137,0.018126888
0.007977833,0.002792809
0.00254796,0.002552945
0.007830676,0.00295156
0.008545087,0.022735141
0.006526684,0.003723764
-0.012375366,-0.019730185
0.025170105,0.035781868
0.001836643,-0.007030947
0.007954456,0.00529661
-0.02592426,-0.018468194
0.006533824,-0.001808114
-0.009765437,-0.007528586
-0.005096758,-0.004676895
0.017027356,0.021259527
-0.004844887,-0.010268208
0.001147528,0.004081864
0.019346602,0.014059059
0.006908184,0.00857461
0.02432788,0.025118693
0.013884129,0.013786418
0.023669726,0.012749004
-0.001640644,0.010962497
0.013758744,0.016654561
0.020420956,0.019188569
0.000249241,-0.007661109
-0.008215351,-0.002977092
0.002433757,-0.004504277
0.005493671,0.013116421
0.029327492,0.038890004
-0.00904559,-0.025310341
0.0179453,0.021557064
0.00021339,-0.00402639
0.011093925,0.02430471
0.021460051,0.008036139
0.008394287,0.001839709
-0.00783556,-0.005038139
0.019304856,0.035682173
0.017643322,0.010052547
0.003870104,-0.00099525
-0.012994065,-0.007743513
0.030370893,0.040708288
0.018298235,0.009559726
-0.016148333,-0.019112154
0.02150414,0.022672925
0.026119468,0.030787217
0.000227857,-0.009451796
-0.008068105,0.001272265
0.022317252,0.017365523
-0.013672131,-0.017277269
0.006847524,0.010590976
-0.005119043,-0.000670719
0.007968606,-0.002139351
-0.039872675,-0.029342526
-0.009465198,-0.007795583
-0.018281126,-0.01719773
0.019755754,0.008482857
0.028986048,0.025674902
0.012128693,0.009875483
-0.006104368,-0.006335034
-0.003742762,-0.002182192
-0.017722591,-0.021655232
-0.009167358,-0.005741837
0.034114803,0.052283548
0.005009279,0.000209468
0.018099148,0.024460733
0.022794971,0.026779509
0.029925293,0.02659871
0.019496029,0.022845396
-0.00336416,0.002995715
-0.067050988,-0.065557656
0.001410837,-0.009346173
0.048617696,0.071880743
0.016880804,0.00289579
-0.003541352,-0.015500931
0.007354785,0.013082237
0.009481957,-0.003809234
0.023553928,0.020074946
-0.006778426,-0.015931327
-0.001570299,0.000457108
-0.000474656,0.008909534
0.005376334,0.011698996
-0.02135847,-0.030177559
-0.029945395,-0.025116351
0.014612563,0.008798232
-0.040530627,-0.033986468
-0.059526828,-0.069230769
0.032141124,0.028882123
0.019648607,0.026929906
